stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,platform_code
"223218","223218","Ninth Av At Browallia Cres","-34.049502082856","151.04609646764","","","0",""
"2560332","2560332","Gilchrist Dr Opp Macarthur Square","-34.0775077511545","150.799446702971","","","0",""
"2790141","2790141","Lithgow Station, Platform 1","-33.4805567664047","150.157051584654","","PST1274","2","1"
"2790142","2790142","Lithgow Station, Platform 2","-33.4806105280533","150.157064293898","","PST1274","2","2"
"226543","226543","Freemans Dr At Crawford Rd","-33.0929120527531","151.461195177558","","","0",""
"2609100","2609100","Newcastle St After Gladstone Rd","-35.3249177313991","149.172244826267","","","0",""
"226542","226542","Freemans Dr Opp Crawford Rd","-33.0928186766552","151.461286777765","","","0",""
"2560330","2560330","Appin Rd Opp Therry Rd","-34.0820583594149","150.807881114198","","","0",""
"2160156","2160156","Central Gardens Park, Merryland Rd","-33.8309941255057","150.96338203223","","","0",""
"2160154","2160154","Merrylands Rd Opp Mark St","-33.831681045436","150.966674616697","","","0",""
"2160155","2160155","Merrylands Rd Opp Yanco St","-33.8312369476566","150.964516186649","","","0",""
"2160152","2160152","Merrylands Rd Before Sherwood Rd","-33.83254951868","150.970202404439","","","0",""
"2160153","2160153","Merrylands Rd Opp Mark St","-33.832119967869","150.968433320318","","","0",""
"2160150","2160150","McFarlane St Opp Stockland Shopping Centre","-33.8354330069183","150.9891566063","","","0",""
"210171","210171","Elanora Heights Community Centre, Kalang Rd","-33.6973339275013","151.280454292429","","","0",""
"210173","210173","Kalang Rd At Elanora Rd","-33.7005949065987","151.279430593888","","","0",""
"210172","210172","Kalang Rd Opp Allington Cres","-33.6992792725974","151.280475490143","","","0",""
"210179","210179","Elanora Rd Opp Coolangatta Av","-33.701414269699","151.280743263704","","","0",""
"2251291","2251291","Brentwood Village, Scaysbrook Dr","-33.4726965999072","151.406155243215","","","0",""
"221962","221962","Napoleon St At Ida St","-33.9983780265246","151.135598559592","","","0",""
"221963","221963","Clareville Av At Dickin Av","-33.9966663004751","151.13960450753","","","0",""
"221960","221960","Napoleon St At Fontainbleau St","-34.0022244292683","151.134822468542","","","0",""
"221961","221961","Napoleon St Opp Ney St","-34.0003294870616","151.135174029214","","","0",""
"221966","221966","Russell Av Before Jameson Lane","-33.9931209297863","151.133850631508","","","0",""
